x,y,w,h,aspect_ratio,ground_truth,predicted
114,54,46,46,1.0,right,center
41,54,49,49,1.0,left,left
120,57,46,46,1.0,right,center
43,55,47,47,1.0,left,left
119,56,48,48,1.0,right,center
94,169,32,32,1.0,center,center
40,52,51,51,1.0,left,right
116,54,50,50,1.0,right,center
41,55,49,49,1.0,left,left
117,57,47,47,1.0,right,center
42,57,47,47,1.0,left,left
117,58,48,48,1.0,right,center
37,55,47,47,1.0,left,left
116,57,47,47,1.0,right,left
34,53,48,48,1.0,left,left
112,54,48,48,1.0,right,left
40,57,48,48,1.0,left,center
120,59,46,46,1.0,right,center
40,55,48,48,1.0,left,center
117,57,46,46,1.0,right,center
40,57,48,48,1.0,left,left
115,56,50,50,1.0,right,center
38,55,49,49,1.0,left,left
115,57,49,49,1.0,right,center
94,175,26,26,1.0,center,right
115,57,48,48,1.0,right,center
38,54,51,51,1.0,left,center
85,163,40,40,1.0,center,center
39,55,51,51,1.0,left,left
118,58,46,46,1.0,right,center
36,52,52,52,1.0,left,center
115,55,49,49,1.0,right,center
93,171,30,30,1.0,center,right
33,49,53,53,1.0,left,center
111,52,49,49,1.0,right,center
32,50,50,50,1.0,left,left
107,51,50,50,1.0,right,right
110,51,50,50,1.0,right,left
33,48,54,54,1.0,left,center
36,52,50,50,1.0,left,left
112,53,48,48,1.0,right,center
33,50,51,51,1.0,left,left
112,51,49,49,1.0,right,center
34,51,49,49,1.0,left,left
112,52,48,48,1.0,right,center
39,54,50,50,1.0,left,left
113,52,51,51,1.0,right,center
32,50,50,50,1.0,left,left
108,50,49,49,1.0,right,center
34,54,48,48,1.0,left,left
109,50,52,52,1.0,right,right
109,47,50,50,1.0,right,right
33,49,53,53,1.0,left,center
39,53,49,49,1.0,left,left
113,48,51,51,1.0,right,center
101,45,52,52,1.0,right,right
26,49,52,52,1.0,left,left
105,47,50,50,1.0,right,center
29,50,55,55,1.0,left,center
107,49,48,48,1.0,right,center
31,55,47,47,1.0,left,center
103,45,50,50,1.0,right,center
29,53,49,49,1.0,left,center
103,46,47,47,1.0,right,center
26,52,48,48,1.0,left,center
107,48,47,47,1.0,right,center
32,54,47,47,1.0,left,center
108,48,47,47,1.0,right,center
33,54,48,48,1.0,left,center
108,47,45,45,1.0,right,center
30,54,47,47,1.0,left,center
29,52,47,47,1.0,left,center
104,46,47,47,1.0,right,left
25,51,47,47,1.0,left,center
102,45,47,47,1.0,right,center
107,48,45,45,1.0,right,center
32,54,47,47,1.0,left,center
28,51,44,44,1.0,left,center
100,42,47,47,1.0,right,center
26,50,45,45,1.0,left,center
99,46,43,43,1.0,right,center
11,51,45,45,1.0,left,center
26,50,44,44,1.0,left,center
99,45,42,42,1.0,right,center
97,46,44,44,1.0,right,center
25,51,45,45,1.0,left,center
27,49,45,45,1.0,left,center
98,45,44,44,1.0,right,center
95,45,43,43,1.0,right,center
22,48,48,48,1.0,left,center
29,52,43,43,1.0,left,center
99,46,43,43,1.0,right,center
46,55,38,38,1.0,center,left
104,49,42,42,1.0,right,center
31,52,44,44,1.0,left,center
31,53,44,44,1.0,left,center
103,52,39,39,1.0,right,center
87,149,30,30,1.0,center,center
34,58,35,35,1.0,left,center
102,49,43,43,1.0,right,center
32,53,42,42,1.0,left,center
103,48,44,44,1.0,right,center
104,50,43,43,1.0,right,center
32,53,43,43,1.0,left,center
102,49,42,42,1.0,right,center
28,50,46,46,1.0,left,center
113,54,43,43,1.0,right,center
42,62,37,37,1.0,left,left
107,50,42,42,1.0,right,center
34,54,41,41,1.0,left,center
88,146,37,37,1.0,center,center
102,49,43,43,1.0,right,center
31,59,37,37,1.0,left,center
28,55,40,40,1.0,left,center
100,48,43,43,1.0,right,center
39,51,48,48,1.0,center,center
102,47,44,44,1.0,right,center
27,49,48,48,1.0,left,center
28,52,43,43,1.0,left,center
102,48,45,45,1.0,right,center
107,53,41,41,1.0,right,center
33,56,43,43,1.0,left,center
106,50,43,43,1.0,right,center
32,54,44,44,1.0,left,right
34,55,42,42,1.0,left,center
108,51,42,42,1.0,right,center
101,48,46,46,1.0,right,center
32,56,40,40,1.0,left,left
29,53,42,42,1.0,left,center
104,52,40,40,1.0,right,center
33,53,43,43,1.0,left,left
105,52,43,43,1.0,right,center
32,53,42,42,1.0,left,center
105,49,44,44,1.0,right,center
105,49,46,46,1.0,right,center
35,52,43,43,1.0,left,center
38,54,41,41,1.0,left,left
109,52,42,42,1.0,right,center
33,50,45,45,1.0,left,left
104,51,40,40,1.0,right,left
90,158,22,22,1.0,center,center
32,51,43,43,1.0,left,left
106,51,40,40,1.0,right,center
25,47,45,45,1.0,left,center
103,48,41,41,1.0,right,left
33,54,44,44,1.0,left,center
109,52,44,44,1.0,right,center
28,50,44,44,1.0,left,left
102,49,45,45,1.0,right,center
30,50,43,43,1.0,left,left
107,51,39,39,1.0,right,center
28,50,42,42,1.0,left,center
104,49,41,41,1.0,right,center
38,56,41,41,1.0,left,left
110,52,44,44,1.0,right,left
27,51,45,45,1.0,left,center
104,52,41,41,1.0,right,center
24,46,45,45,1.0,left,center
100,46,43,43,1.0,right,center
105,52,42,42,1.0,right,center
33,55,40,40,1.0,left,left
32,53,37,37,1.0,left,left
102,48,40,40,1.0,right,left
109,58,36,36,1.0,right,center
32,56,46,46,1.0,left,left
110,58,39,39,1.0,right,center
41,62,38,38,1.0,left,left
40,60,41,41,1.0,left,center
111,53,45,45,1.0,right,center
111,53,41,41,1.0,right,center
38,56,41,41,1.0,left,left
114,55,42,42,1.0,right,center
37,57,44,44,1.0,left,center
111,55,38,38,1.0,right,center
35,56,42,42,1.0,left,center
110,52,41,41,1.0,right,center
34,51,48,48,1.0,left,left
40,61,40,40,1.0,left,center
110,54,44,44,1.0,right,center
105,54,41,41,1.0,right,right
35,59,41,41,1.0,left,center
115,56,41,41,1.0,right,center
41,57,46,46,1.0,left,center
43,61,42,42,1.0,left,center
116,56,43,43,1.0,right,center
56,60,44,44,1.0,center,left
45,63,37,37,1.0,left,left
112,54,45,45,1.0,right,right
49,53,52,52,1.0,center,left
118,58,38,38,1.0,right,right
43,60,42,42,1.0,left,left
112,57,42,42,1.0,right,right
44,67,36,36,1.0,left,left
113,58,40,40,1.0,right,right
42,64,38,38,1.0,left,center
113,58,41,41,1.0,right,right
43,65,40,40,1.0,left,center
55,124,50,50,1.0,center,right
36,49,65,65,1.0,left,left
115,58,40,40,1.0,right,right
40,59,46,46,1.0,left,center
116,60,40,40,1.0,center,right
49,71,35,35,1.0,left,center
35,38,78,78,1.0,left,left
113,55,36,36,1.0,right,right
41,56,41,41,1.0,left,center
50,70,28,28,1.0,left,left
113,54,46,46,1.0,right,right
114,56,37,37,1.0,right,left
45,60,39,39,1.0,left,left
110,54,40,40,1.0,right,center
41,59,40,40,1.0,left,left
114,54,41,41,1.0,right,right
42,58,43,43,1.0,left,left
38,59,38,38,1.0,left,left
109,53,40,40,1.0,right,center
109,53,39,39,1.0,right,center
35,56,41,41,1.0,left,left
47,120,45,45,1.0,center,right
106,49,42,42,1.0,right,center
33,53,42,42,1.0,left,center
111,53,40,40,1.0,right,center
38,59,37,37,1.0,left,center
106,51,40,40,1.0,right,left
33,56,38,38,1.0,left,center
111,53,41,41,1.0,right,left
38,57,40,40,1.0,left,left
112,57,40,40,1.0,right,left
38,63,36,36,1.0,left,center
51,121,46,46,1.0,center,center
110,57,39,39,1.0,right,left
36,61,38,38,1.0,left,center
107,55,40,40,1.0,right,center
38,60,38,38,1.0,left,left
110,58,38,38,1.0,right,left
38,64,32,32,1.0,left,center
46,124,45,45,1.0,center,right
102,52,39,39,1.0,right,left
30,56,37,37,1.0,left,center
39,60,40,40,1.0,left,left
111,57,40,40,1.0,right,right
114,57,39,39,1.0,right,left
41,61,36,36,1.0,left,center
102,167,22,22,1.0,center,center
49,122,46,46,1.0,center,right
33,55,38,38,1.0,left,left
102,53,39,39,1.0,right,center
29,53,38,38,1.0,left,center
99,51,38,38,1.0,right,center
98,52,38,38,1.0,right,center
30,56,38,38,1.0,left,center
105,55,37,37,1.0,right,center
38,60,35,35,1.0,left,center
32,56,40,40,1.0,left,center
104,53,39,39,1.0,right,center
41,111,54,54,1.0,center,right
105,55,40,40,1.0,right,left
34,60,37,37,1.0,left,center
44,115,53,53,1.0,center,right
30,58,38,38,1.0,left,center
102,55,38,38,1.0,right,center
39,63,35,35,1.0,left,center
110,58,38,38,1.0,right,center
48,111,56,56,1.0,center,center
103,52,38,38,1.0,right,center
33,55,40,40,1.0,left,center
29,55,38,38,1.0,left,center
99,51,41,41,1.0,right,center
42,114,48,48,1.0,center,right
105,55,37,37,1.0,right,center
35,58,37,37,1.0,left,left
100,52,42,42,1.0,right,center
32,58,39,39,1.0,left,center
42,112,50,50,1.0,center,right
111,58,38,38,1.0,right,center
36,61,40,40,1.0,left,center
33,55,44,44,1.0,left,center
105,52,42,42,1.0,right,center
29,57,37,37,1.0,left,center
100,51,40,40,1.0,right,center
44,118,43,43,1.0,center,center
104,53,38,38,1.0,right,center
32,56,38,38,1.0,left,center
48,113,47,47,1.0,center,center
107,56,38,38,1.0,right,center
39,61,37,37,1.0,left,center
36,59,36,36,1.0,left,center
104,55,38,38,1.0,right,center
45,112,50,50,1.0,center,right
100,55,35,35,1.0,right,center
31,59,36,36,1.0,left,left
43,109,50,50,1.0,center,center
95,48,41,41,1.0,right,center
28,53,38,38,1.0,left,center
40,104,52,52,1.0,center,center
101,51,40,40,1.0,right,center
33,58,36,36,1.0,left,center
116,59,41,41,1.0,right,center
45,66,37,37,1.0,left,center
104,52,38,38,1.0,right,center
50,109,53,53,1.0,center,center
35,54,42,42,1.0,left,center
109,55,43,43,1.0,right,center
42,62,39,39,1.0,left,center
110,57,39,39,1.0,right,center
40,65,37,37,1.0,left,center
96,50,44,44,1.0,right,right
56,120,42,42,1.0,center,center
105,51,48,48,1.0,right,right
28,36,71,71,1.0,left,center
118,68,24,24,1.0,center,left
106,56,52,52,1.0,right,right
44,69,26,26,1.0,left,left
109,57,36,36,1.0,right,left
26,41,68,68,1.0,left,center
50,59,42,42,1.0,center,left
112,60,42,42,1.0,center,center
42,69,40,40,1.0,left,center
111,54,39,39,1.0,right,left
40,63,39,39,1.0,left,left
106,53,40,40,1.0,right,center
36,61,40,40,1.0,left,center
111,56,42,42,1.0,right,center
40,67,38,38,1.0,left,center
112,56,42,42,1.0,right,center
36,62,44,44,1.0,left,center
112,58,42,42,1.0,right,center
40,67,39,39,1.0,left,center
114,57,40,40,1.0,right,center
43,64,40,40,1.0,left,center
99,48,41,41,1.0,right,right
28,51,47,47,1.0,left,center
90,43,39,39,1.0,right,right
24,44,48,48,1.0,left,center
30,51,48,48,1.0,left,center
96,44,51,51,1.0,right,right
99,48,41,41,1.0,right,center
28,44,50,50,1.0,left,left
20,43,52,52,1.0,left,center
91,45,49,49,1.0,right,center
104,56,31,31,1.0,right,left
49,86,78,78,1.0,center,right
41,61,23,23,1.0,left,center
94,48,41,41,1.0,right,right
29,46,48,48,1.0,left,left
94,48,42,42,1.0,right,left
28,52,37,37,1.0,left,center
94,44,46,46,1.0,right,right
93,46,39,39,1.0,right,center
22,50,42,42,1.0,left,center
101,54,34,34,1.0,right,left
33,58,34,34,1.0,left,center
29,54,40,40,1.0,left,center
100,53,35,35,1.0,right,left
31,55,38,38,1.0,left,center
103,51,38,38,1.0,right,center
106,55,36,36,1.0,right,center
39,62,32,32,1.0,left,left
30,42,58,58,1.0,left,center
25,57,37,37,1.0,left,center
97,54,36,36,1.0,right,center
32,59,37,37,1.0,left,left
105,54,36,36,1.0,right,center
109,55,39,39,1.0,right,left
37,59,38,38,1.0,left,center
58,98,78,78,1.0,center,center
48,66,28,28,1.0,left,left
104,54,48,48,1.0,right,right
34,59,45,45,1.0,left,center
31,34,78,78,1.0,left,center
102,46,57,57,1.0,center,right
30,54,48,48,1.0,left,left
47,62,38,38,1.0,left,left
121,61,41,41,1.0,right,center
111,45,60,60,1.0,right,right
40,59,39,39,1.0,left,left
117,57,42,42,1.0,right,center
117,57,40,40,1.0,right,right
32,52,49,49,1.0,left,left
110,54,46,46,1.0,right,right
34,52,52,52,1.0,left,center
43,60,45,45,1.0,left,center
122,57,49,49,1.0,right,right
43,64,40,40,1.0,left,center
121,61,47,47,1.0,right,right
39,56,50,50,1.0,left,center
115,55,53,53,1.0,right,right
35,55,51,51,1.0,left,center
117,57,50,50,1.0,right,center
42,60,46,46,1.0,left,center
119,59,51,51,1.0,right,right
43,56,48,48,1.0,left,center
124,58,49,49,1.0,right,center
40,57,45,45,1.0,left,center
123,61,42,42,1.0,right,center
37,58,48,48,1.0,left,center
124,65,41,41,1.0,right,center
39,58,49,49,1.0,left,center
122,63,45,45,1.0,right,center
122,61,41,41,1.0,right,center
34,54,51,51,1.0,left,center
60,106,88,88,1.0,center,center
125,61,40,40,1.0,right,center
34,53,51,51,1.0,left,center
117,59,44,44,1.0,right,center
32,55,48,48,1.0,left,center
114,53,46,46,1.0,right,right
35,43,65,65,1.0,left,center
41,54,50,50,1.0,left,center
118,56,48,48,1.0,right,right
61,53,48,48,1.0,center,center
39,53,50,50,1.0,left,left
117,55,51,51,1.0,right,right
122,59,45,45,1.0,right,center
40,53,49,49,1.0,left,center
39,56,47,47,1.0,left,left
123,60,45,45,1.0,right,center
36,55,50,50,1.0,left,center
123,61,44,44,1.0,right,center
34,52,51,51,1.0,left,center
114,56,48,48,1.0,right,center
38,56,49,49,1.0,left,center
120,56,52,52,1.0,right,center
38,56,49,49,1.0,left,left
123,59,47,47,1.0,right,center
38,54,47,47,1.0,left,left
119,55,48,48,1.0,right,center
36,55,50,50,1.0,left,center
122,59,48,48,1.0,right,center
32,52,51,51,1.0,left,center
115,54,50,50,1.0,right,center
122,58,46,46,1.0,right,center
35,54,49,49,1.0,left,center
119,56,49,49,1.0,right,center
32,54,49,49,1.0,left,center
30,54,47,47,1.0,left,center
113,55,49,49,1.0,right,center
33,54,48,48,1.0,left,right
117,57,46,46,1.0,right,center
35,55,48,48,1.0,left,center
120,57,48,48,1.0,right,center
33,51,51,51,1.0,left,center
120,55,47,47,1.0,right,center
35,53,49,49,1.0,left,center
122,58,46,46,1.0,right,center
37,52,50,50,1.0,left,center
123,56,48,48,1.0,right,center
120,59,45,45,1.0,right,center
34,55,49,49,1.0,left,center
138,59,46,46,1.0,right,center
40,54,49,49,1.0,left,center
123,57,49,49,1.0,right,center
39,54,50,50,1.0,left,center
126,57,48,48,1.0,right,center
36,57,47,47,1.0,left,center
118,53,53,53,1.0,right,right
112,39,70,70,1.0,right,right
40,56,49,49,1.0,left,center
118,57,53,53,1.0,right,center
127,62,43,43,1.0,right,center
42,58,47,47,1.0,left,center
37,57,45,45,1.0,left,left
119,58,47,47,1.0,right,center
41,57,44,44,1.0,left,left
122,59,45,45,1.0,right,center
54,71,29,29,1.0,left,left
122,61,51,51,1.0,right,right
115,44,82,82,1.0,right,right
58,74,28,28,1.0,left,left
50,66,37,37,1.0,left,left
129,62,48,48,1.0,right,right
38,40,85,85,1.0,center,center
48,62,47,47,1.0,left,center
132,61,54,54,1.0,right,right
65,53,63,63,1.0,center,center
43,55,54,54,1.0,left,center
129,57,52,52,1.0,right,center
49,61,53,53,1.0,left,left
137,65,49,49,1.0,right,left
50,62,48,48,1.0,left,center
98,50,79,79,1.0,center,left
135,62,52,52,1.0,right,center
133,60,53,53,1.0,right,center
48,58,53,53,1.0,left,center
45,59,48,48,1.0,left,left
129,57,54,54,1.0,right,center
133,62,47,47,1.0,right,center
45,57,53,53,1.0,left,left
45,57,53,53,1.0,left,left
133,59,51,51,1.0,right,center
43,60,52,52,1.0,left,center
131,59,53,53,1.0,right,center
37,54,55,55,1.0,left,center
127,57,50,50,1.0,right,center
92,47,66,66,1.0,center,right
38,56,53,53,1.0,left,left
122,56,53,53,1.0,right,center
129,61,49,49,1.0,right,center
39,59,53,53,1.0,left,center
42,57,54,54,1.0,left,left
133,59,50,50,1.0,right,center
41,55,55,55,1.0,left,center
127,56,53,53,1.0,right,center
131,57,51,51,1.0,right,left
40,54,56,56,1.0,left,left
130,58,52,52,1.0,right,left
41,56,55,55,1.0,left,center
40,55,55,55,1.0,left,center
127,56,54,54,1.0,right,center
41,59,55,55,1.0,left,center
132,62,51,51,1.0,right,center
128,58,49,49,1.0,right,center
37,55,54,54,1.0,left,center
38,55,54,54,1.0,left,left
127,56,52,52,1.0,right,center
124,55,52,52,1.0,right,center
35,53,55,55,1.0,left,center
36,55,55,55,1.0,left,center
126,57,52,52,1.0,right,center
120,53,52,52,1.0,right,center
32,53,54,54,1.0,left,center
126,57,51,51,1.0,right,center
37,58,53,53,1.0,left,center
45,63,50,50,1.0,left,left
131,59,50,50,1.0,right,center
113,39,69,69,1.0,right,right
112,42,66,66,1.0,right,right
48,70,36,36,1.0,left,left
123,58,50,50,1.0,right,right
128,62,45,45,1.0,right,left
46,68,45,45,1.0,left,left
128,60,47,47,1.0,right,center
42,65,46,46,1.0,left,left
119,57,50,50,1.0,right,center
39,65,45,45,1.0,left,left
126,57,50,50,1.0,right,left
41,61,50,50,1.0,left,left
124,55,50,50,1.0,right,right
40,58,51,51,1.0,left,center
37,60,50,50,1.0,left,left
124,55,50,50,1.0,right,center
121,52,52,52,1.0,right,center
36,55,52,52,1.0,left,left
118,52,50,50,1.0,right,center
31,55,51,51,1.0,left,center
32,57,50,50,1.0,left,center
119,53,51,51,1.0,right,center
120,53,52,52,1.0,right,center
34,58,50,50,1.0,left,center
126,56,49,49,1.0,right,center
39,60,53,53,1.0,left,center
124,56,50,50,1.0,right,center
38,61,50,50,1.0,left,center
121,54,48,48,1.0,right,center
34,58,48,48,1.0,left,center
122,55,48,48,1.0,right,center
34,59,51,51,1.0,left,left
122,54,48,48,1.0,right,center
34,57,50,50,1.0,left,center
122,55,48,48,1.0,right,center
34,58,51,51,1.0,left,left
30,56,54,54,1.0,left,center
118,52,50,50,1.0,right,center
36,61,51,51,1.0,left,center
122,55,51,51,1.0,right,center
120,52,50,50,1.0,right,left
34,57,50,50,1.0,left,left
119,55,47,47,1.0,right,right
37,59,46,46,1.0,left,left
119,43,63,63,1.0,right,right
113,43,65,65,1.0,right,right
47,63,39,39,1.0,left,left
119,56,52,52,1.0,right,right
40,62,43,43,1.0,left,left
122,59,47,47,1.0,right,center
33,54,50,50,1.0,left,left
118,56,47,47,1.0,right,center
36,55,51,51,1.0,left,left
123,56,49,49,1.0,right,left
34,55,49,49,1.0,left,left
121,56,47,47,1.0,right,center
32,54,50,50,1.0,left,center
118,54,50,50,1.0,right,center
36,52,51,51,1.0,left,center
120,52,52,52,1.0,right,center
36,54,49,49,1.0,left,left
121,54,50,50,1.0,right,center
38,54,49,49,1.0,left,left
124,55,48,48,1.0,right,center
40,53,49,49,1.0,left,left
122,53,52,52,1.0,right,center
33,53,50,50,1.0,left,center
118,53,51,51,1.0,right,center
38,53,50,50,1.0,left,left
123,54,52,52,1.0,right,center
38,54,49,49,1.0,left,left
123,55,50,50,1.0,right,center
117,52,50,50,1.0,right,center
31,50,52,52,1.0,left,center
33,55,50,50,1.0,left,center
120,55,50,50,1.0,right,center
32,54,50,50,1.0,left,center
119,54,49,49,1.0,right,center
37,57,52,52,1.0,left,center
126,58,49,49,1.0,right,center
35,55,50,50,1.0,left,center
122,54,50,50,1.0,right,center
34,55,49,49,1.0,left,center
118,54,51,51,1.0,right,center
32,53,50,50,1.0,left,center
117,52,51,51,1.0,right,center
33,52,51,51,1.0,left,center
117,52,52,52,1.0,right,center
33,53,52,52,1.0,left,center
117,52,52,52,1.0,right,center
36,54,53,53,1.0,left,center
121,53,52,52,1.0,right,center
36,53,54,54,1.0,left,center
122,53,53,53,1.0,right,center
35,51,53,53,1.0,left,center
121,52,51,51,1.0,right,center
119,52,51,51,1.0,right,center
33,52,51,51,1.0,left,center
30,51,52,52,1.0,left,center
116,51,52,52,1.0,right,center
121,55,48,48,1.0,right,center
32,53,53,53,1.0,left,center
38,54,53,53,1.0,left,center
124,54,52,52,1.0,right,center
36,56,51,51,1.0,left,center
123,54,51,51,1.0,right,center
124,54,52,52,1.0,right,center
36,54,54,54,1.0,left,center
112,62,38,38,1.0,center,right
119,53,51,51,1.0,right,center
31,54,52,52,1.0,left,center
30,52,53,53,1.0,left,center
115,51,52,52,1.0,right,center
37,55,51,51,1.0,left,center
123,54,51,51,1.0,right,center
116,51,53,53,1.0,right,center
32,53,53,53,1.0,left,center
123,52,51,51,1.0,right,center
36,53,53,53,1.0,left,center
115,52,48,48,1.0,right,center
31,52,52,52,1.0,left,center
112,50,48,48,1.0,right,center
29,50,52,52,1.0,left,center
12,52,47,47,1.0,left,center
131,52,48,48,1.0,right,right
29,49,52,52,1.0,left,center
109,46,52,52,1.0,right,center
114,52,47,47,1.0,right,center
29,51,51,51,1.0,left,center
25,47,50,50,1.0,left,left
105,45,51,51,1.0,right,center
104,42,50,50,1.0,right,center
23,45,49,49,1.0,left,center
25,47,48,48,1.0,left,left
105,46,47,47,1.0,right,center
106,46,47,47,1.0,right,center
27,48,47,47,1.0,left,center
103,44,47,47,1.0,right,center
23,46,48,48,1.0,left,center
106,47,49,49,1.0,right,center
27,50,49,49,1.0,left,center
100,43,47,47,1.0,right,center
22,46,48,48,1.0,left,center
20,48,47,47,1.0,left,right
99,47,45,45,1.0,right,center
106,47,45,45,1.0,right,center
27,47,48,48,1.0,left,center
96,41,46,46,1.0,right,center
18,44,46,46,1.0,left,center
36,45,46,46,1.0,center,left
104,48,47,47,1.0,right,center
28,51,46,46,1.0,left,center
26,48,48,48,1.0,left,center
101,45,48,48,1.0,right,center
23,46,48,48,1.0,left,center
101,45,46,46,1.0,right,left
23,46,46,46,1.0,left,center
100,44,45,45,1.0,right,center
27,49,45,45,1.0,left,center
102,47,45,45,1.0,right,center
99,43,46,46,1.0,right,center
28,46,47,47,1.0,left,center
100,46,41,41,1.0,right,center
24,47,45,45,1.0,left,center
28,31,62,62,1.0,left,center
87,34,50,50,1.0,right,left
26,37,58,58,1.0,left,left
24,41,47,47,1.0,left,center
86,39,52,52,1.0,right,right
26,43,46,46,1.0,left,center
98,45,44,44,1.0,right,center
24,45,46,46,1.0,left,center
92,43,48,48,1.0,right,left
31,49,44,44,1.0,left,center
95,45,48,48,1.0,right,center
27,44,50,50,1.0,left,center
91,42,51,51,1.0,right,center
28,47,46,46,1.0,left,left
93,45,45,45,1.0,right,right
28,46,45,45,1.0,left,left
90,42,49,49,1.0,right,right
29,47,45,45,1.0,left,left
96,44,45,45,1.0,right,center
28,46,45,45,1.0,left,center
93,43,45,45,1.0,right,center
89,41,45,45,1.0,right,center
22,45,45,45,1.0,left,center
27,47,45,45,1.0,left,center
93,43,46,46,1.0,right,right
25,48,43,43,1.0,left,left
90,42,46,46,1.0,right,right
26,48,43,43,1.0,left,right
94,46,44,44,1.0,right,center
26,47,43,43,1.0,left,center
95,46,40,40,1.0,right,center
24,47,46,46,1.0,left,left
90,46,44,44,1.0,right,right
85,35,50,50,1.0,right,right
24,37,56,56,1.0,left,right
18,27,64,64,1.0,left,center
94,47,44,44,1.0,right,right
90,44,44,44,1.0,right,center
20,44,46,46,1.0,left,left
95,49,37,37,1.0,right,left
38,58,23,23,1.0,left,left
30,55,35,35,1.0,left,center
96,50,37,37,1.0,right,left
87,30,57,57,1.0,right,right
101,57,31,31,1.0,right,right
38,63,26,26,1.0,left,left
96,54,33,33,1.0,right,left
34,57,28,28,1.0,left,left
31,53,33,33,1.0,left,left
97,53,35,35,1.0,right,left
28,44,43,43,1.0,left,left
95,49,41,41,1.0,right,center
31,46,38,38,1.0,left,center
97,51,35,35,1.0,right,right
29,52,34,34,1.0,left,right
91,46,43,43,1.0,right,center
24,48,43,43,1.0,left,left
31,52,38,38,1.0,left,center
92,48,43,43,1.0,right,right
32,55,35,35,1.0,left,center
93,45,45,45,1.0,right,center
93,48,36,36,1.0,right,center
27,54,35,35,1.0,left,center
95,47,42,42,1.0,right,left
30,53,41,41,1.0,left,left
95,50,35,35,1.0,right,left
30,56,34,34,1.0,left,center
92,47,36,36,1.0,right,left
26,49,39,39,1.0,left,center
91,47,37,37,1.0,right,center
30,54,34,34,1.0,left,left
34,52,30,30,1.0,left,left
90,45,36,36,1.0,right,center
31,53,30,30,1.0,left,center
84,43,39,39,1.0,right,center
36,51,29,29,1.0,left,center
89,46,32,32,1.0,right,left
78,49,28,28,1.0,center,left
84,44,29,29,1.0,right,center
25,51,27,27,1.0,left,center
14,30,53,53,1.0,left,right
82,45,29,29,1.0,right,left
79,41,29,29,1.0,right,center
23,47,30,30,1.0,left,center
79,45,30,30,1.0,center,center
28,51,30,30,1.0,left,center
82,41,32,32,1.0,right,center
22,45,36,36,1.0,left,center
84,43,29,29,1.0,right,center
30,51,26,26,1.0,left,center
87,46,30,30,1.0,right,center
79,49,24,24,1.0,center,left
30,50,34,34,1.0,left,center
22,57,25,25,1.0,left,center
85,44,30,30,1.0,right,center
26,48,33,33,1.0,left,left
81,42,29,29,1.0,right,center
69,42,26,26,1.0,center,left
21,46,34,34,1.0,left,left
81,44,27,27,1.0,right,center
24,47,33,33,1.0,left,left
82,42,30,30,1.0,right,center
70,44,24,24,1.0,center,right
22,48,30,30,1.0,left,left
77,37,33,33,1.0,right,center
13,39,39,39,1.0,left,center
81,42,32,32,1.0,right,center
24,50,30,30,1.0,left,center
82,44,32,32,1.0,right,left
23,49,34,34,1.0,left,left
29,48,34,34,1.0,left,left
86,47,33,33,1.0,right,center
24,47,36,36,1.0,left,center
87,46,32,32,1.0,right,center
24,46,36,36,1.0,left,center
86,45,33,33,1.0,right,center
94,50,33,33,1.0,right,center
86,53,23,23,1.0,center,right
88,46,37,37,1.0,right,center
24,45,44,44,1.0,left,center
29,52,34,34,1.0,left,center
89,40,47,47,1.0,right,center
89,44,38,38,1.0,right,left
25,50,39,39,1.0,left,center
33,56,28,28,1.0,left,left
88,47,38,38,1.0,right,right
30,50,39,39,1.0,left,center
91,46,42,42,1.0,right,center
99,51,38,38,1.0,right,center
34,54,39,39,1.0,left,left
36,54,36,36,1.0,left,left
101,50,40,40,1.0,right,center
31,55,33,33,1.0,left,center
95,48,40,40,1.0,right,center
26,55,36,36,1.0,left,center
93,48,44,44,1.0,right,left
27,52,38,38,1.0,left,left
95,47,43,43,1.0,right,center
97,49,44,44,1.0,right,left
26,52,40,40,1.0,left,center
29,53,42,42,1.0,left,left
100,49,44,44,1.0,right,center
30,54,39,39,1.0,left,left
99,50,44,44,1.0,right,left
18,28,68,68,1.0,left,center
35,57,39,39,1.0,left,left
92,28,71,71,1.0,right,right
107,54,41,41,1.0,right,center
110,58,36,36,1.0,right,center
34,60,34,34,1.0,left,center
30,54,40,40,1.0,left,center
106,52,40,40,1.0,right,left
41,65,35,35,1.0,left,left
115,57,42,42,1.0,right,center
31,55,46,46,1.0,left,right
107,55,45,45,1.0,right,center
34,59,43,43,1.0,left,left
111,57,45,45,1.0,right,center
45,62,39,39,1.0,left,center
117,56,45,45,1.0,right,center
40,60,40,40,1.0,left,center
119,59,44,44,1.0,right,center
115,58,43,43,1.0,right,center
34,56,48,48,1.0,left,left
40,59,45,45,1.0,left,center
118,55,48,48,1.0,right,center
123,59,44,44,1.0,right,center
43,59,45,45,1.0,left,left
37,58,47,47,1.0,left,left
113,56,48,48,1.0,right,center
45,64,43,43,1.0,left,left
119,58,51,51,1.0,right,center
116,58,44,44,1.0,right,center
36,57,48,48,1.0,left,left
40,61,43,43,1.0,left,left
113,53,52,52,1.0,right,center
38,61,41,41,1.0,left,center
114,55,48,48,1.0,right,center
38,59,46,46,1.0,left,center
112,53,52,52,1.0,right,center
38,58,45,45,1.0,left,left
114,57,45,45,1.0,right,center
35,59,43,43,1.0,left,left
112,54,47,47,1.0,right,center
