x,y,w,h,aspect_ratio,ground_truth,predicted
108,49,47,47,1.0,right,center
32,52,46,46,1.0,left,left
31,53,48,48,1.0,left,center
107,50,48,48,1.0,right,center
108,51,48,48,1.0,right,center
30,54,48,48,1.0,left,center
108,51,48,48,1.0,right,center
31,54,46,46,1.0,left,center
32,56,46,46,1.0,left,center
110,53,47,47,1.0,right,left
106,50,50,50,1.0,right,center
31,54,47,47,1.0,left,left
110,52,47,47,1.0,right,center
31,54,47,47,1.0,left,center
105,48,49,49,1.0,right,center
28,49,49,49,1.0,left,center
107,49,51,51,1.0,right,center
31,53,47,47,1.0,left,center
33,53,46,46,1.0,left,center
108,49,49,49,1.0,right,center
35,56,47,47,1.0,left,center
114,54,46,46,1.0,right,left
107,47,48,48,1.0,right,center
29,51,46,46,1.0,left,center
111,51,46,46,1.0,right,center
33,53,47,47,1.0,left,center
111,49,47,47,1.0,right,center
32,54,45,45,1.0,left,center
111,52,45,45,1.0,right,center
36,55,46,46,1.0,left,left
111,52,45,45,1.0,right,center
33,54,48,48,1.0,left,center
36,55,47,47,1.0,left,left
110,52,46,46,1.0,right,center
34,56,45,45,1.0,left,left
109,51,46,46,1.0,right,center
53,58,38,38,1.0,center,left
113,47,52,52,1.0,right,right
117,57,42,42,1.0,right,left
34,60,47,47,1.0,left,left
107,53,43,43,1.0,right,left
33,56,44,44,1.0,left,left
108,52,44,44,1.0,right,center
33,59,42,42,1.0,left,left
35,59,40,40,1.0,left,left
108,50,43,43,1.0,right,left
113,52,48,48,1.0,right,center
39,59,46,46,1.0,left,center
36,59,45,45,1.0,left,center
111,51,49,49,1.0,right,center
111,52,49,49,1.0,right,center
38,59,46,46,1.0,left,center
108,51,45,45,1.0,right,center
32,55,49,49,1.0,left,left
115,53,46,46,1.0,right,center
35,58,48,48,1.0,left,center
36,57,48,48,1.0,left,right
113,53,46,46,1.0,right,center
114,51,45,45,1.0,right,center
35,57,45,45,1.0,left,center
109,50,45,45,1.0,right,center
30,55,46,46,1.0,left,center
47,53,45,45,1.0,center,left
111,51,46,46,1.0,right,center
34,55,48,48,1.0,left,center
110,52,45,45,1.0,right,center
30,56,47,47,1.0,left,center
104,50,48,48,1.0,right,center
30,56,48,48,1.0,left,center
15,60,43,43,1.0,left,center
110,52,44,44,1.0,right,center
28,52,54,54,1.0,left,center
108,50,45,45,1.0,right,center
28,53,49,49,1.0,left,left
110,52,46,46,1.0,right,center
36,59,46,46,1.0,left,left
109,47,48,48,1.0,right,center
37,56,45,45,1.0,left,left
110,50,48,48,1.0,right,center
36,56,48,48,1.0,left,center
40,59,42,42,1.0,left,left
110,51,47,47,1.0,right,center
36,62,39,39,1.0,left,center
108,52,46,46,1.0,right,center
38,62,43,43,1.0,left,center
112,55,47,47,1.0,right,center
111,53,46,46,1.0,right,center
38,60,44,44,1.0,left,left
113,54,44,44,1.0,right,right
41,59,45,45,1.0,left,left
41,61,44,44,1.0,left,center
117,57,44,44,1.0,right,center
59,64,39,39,1.0,center,left
42,62,43,43,1.0,left,left
116,56,44,44,1.0,right,center
115,54,44,44,1.0,right,left
43,61,42,42,1.0,left,left
100,31,64,64,1.0,right,right
115,55,45,45,1.0,right,right
30,45,63,63,1.0,left,center
117,56,40,40,1.0,right,left
36,56,48,48,1.0,left,center
42,63,40,40,1.0,left,center
115,55,45,45,1.0,right,center
116,57,42,42,1.0,right,left
38,59,47,47,1.0,left,center
117,55,43,43,1.0,right,left
43,61,44,44,1.0,left,center
42,61,44,44,1.0,left,center
116,53,47,47,1.0,right,center
116,56,47,47,1.0,right,center
42,64,41,41,1.0,left,center
109,53,49,49,1.0,right,right
86,149,46,46,1.0,center,center
123,61,40,40,1.0,right,left
45,66,40,40,1.0,left,left
119,60,42,42,1.0,right,left
118,59,42,42,1.0,right,left
90,154,43,43,1.0,center,center
38,60,47,47,1.0,left,right
42,60,40,40,1.0,left,center
90,152,41,41,1.0,center,right
113,51,47,47,1.0,right,center
115,54,43,43,1.0,right,center
35,57,48,48,1.0,left,center
115,56,44,44,1.0,right,center
40,59,47,47,1.0,left,left
115,55,45,45,1.0,right,left
39,60,46,46,1.0,left,left
114,54,46,46,1.0,right,center
36,58,49,49,1.0,left,center
55,56,46,46,1.0,center,center
110,52,48,48,1.0,right,center
33,57,48,48,1.0,left,center
54,59,44,44,1.0,center,left
115,55,46,46,1.0,right,center
38,57,50,50,1.0,left,center
116,55,45,45,1.0,right,center
40,59,47,47,1.0,left,left
90,154,45,45,1.0,center,center
41,65,42,42,1.0,left,center
116,56,46,46,1.0,right,center
32,57,46,46,1.0,left,left
110,55,43,43,1.0,right,center
111,52,46,46,1.0,right,center
34,58,45,45,1.0,left,center
38,57,47,47,1.0,left,left
112,52,47,47,1.0,right,center
22,61,44,44,1.0,left,left
38,57,45,45,1.0,left,left
114,53,43,43,1.0,right,center
116,55,43,43,1.0,right,center
37,57,46,46,1.0,left,center
113,55,47,47,1.0,right,center
37,61,44,44,1.0,left,center
112,53,46,46,1.0,right,center
35,58,45,45,1.0,left,center
88,156,39,39,1.0,center,center
111,53,47,47,1.0,right,center
34,58,49,49,1.0,left,left
113,54,45,45,1.0,right,center
35,57,48,48,1.0,left,center
114,54,44,44,1.0,right,center
39,59,44,44,1.0,left,left
113,53,45,45,1.0,right,center
39,54,52,52,1.0,left,center
116,54,46,46,1.0,right,center
39,58,49,49,1.0,left,left
115,54,46,46,1.0,right,center
37,56,52,52,1.0,left,center
43,62,45,45,1.0,left,left
114,54,47,47,1.0,right,center
114,51,47,47,1.0,right,center
40,57,47,47,1.0,left,left
37,57,44,44,1.0,left,center
111,51,46,46,1.0,right,center
114,53,47,47,1.0,right,center
35,55,54,54,1.0,left,center
55,58,47,47,1.0,center,center
36,57,46,46,1.0,left,center
112,51,46,46,1.0,right,center
37,61,44,44,1.0,left,center
112,52,48,48,1.0,right,center
110,49,49,49,1.0,right,center
40,57,46,46,1.0,left,left
39,60,44,44,1.0,left,left
111,50,49,49,1.0,right,center
113,52,46,46,1.0,right,center
90,151,44,44,1.0,center,center
41,58,47,47,1.0,left,center
115,54,45,45,1.0,right,center
40,58,46,46,1.0,left,left
43,61,42,42,1.0,left,left
114,52,47,47,1.0,right,center
42,58,43,43,1.0,left,left
111,49,50,50,1.0,right,center
113,51,47,47,1.0,right,center
38,56,47,47,1.0,left,left
113,54,44,44,1.0,right,center
39,58,48,48,1.0,left,left
38,59,44,44,1.0,left,center
112,51,48,48,1.0,right,center
117,51,47,47,1.0,right,center
41,58,46,46,1.0,left,center
114,52,45,45,1.0,right,center
39,56,48,48,1.0,left,center
109,50,50,50,1.0,right,center
37,56,50,50,1.0,left,center
114,51,45,45,1.0,right,center
37,56,48,48,1.0,left,center
89,152,41,41,1.0,center,center
112,51,48,48,1.0,right,center
37,59,44,44,1.0,left,center
35,55,48,48,1.0,left,center
112,50,47,47,1.0,right,center
114,51,47,47,1.0,right,center
39,57,47,47,1.0,left,center
110,48,49,49,1.0,right,center
34,57,47,47,1.0,left,center
115,53,48,48,1.0,right,center
39,58,51,51,1.0,left,center
42,59,45,45,1.0,left,left
113,50,50,50,1.0,right,center
42,60,46,46,1.0,left,left
114,52,49,49,1.0,right,center
114,51,46,46,1.0,right,center
42,59,44,44,1.0,left,left
37,57,47,47,1.0,left,left
111,49,50,50,1.0,right,center
40,59,45,45,1.0,left,center
113,51,49,49,1.0,right,center
57,59,42,42,1.0,center,left
116,53,45,45,1.0,right,left
90,152,44,44,1.0,center,center
40,59,47,47,1.0,left,left
59,58,42,42,1.0,center,left
113,51,46,46,1.0,right,left
35,53,51,51,1.0,left,center
111,50,47,47,1.0,right,center
39,60,44,44,1.0,left,left
96,164,24,24,1.0,center,center
36,57,45,45,1.0,left,center
110,48,47,47,1.0,right,center
91,151,40,40,1.0,center,center
100,164,29,29,1.0,center,center
115,53,48,48,1.0,right,center
41,59,47,47,1.0,left,center
36,57,48,48,1.0,left,left
110,52,48,48,1.0,right,center
21,61,42,42,1.0,left,center
38,57,46,46,1.0,left,left
112,52,44,44,1.0,right,center
39,60,46,46,1.0,left,center
113,53,46,46,1.0,right,center
35,58,46,46,1.0,left,center
111,51,49,49,1.0,right,center
109,49,48,48,1.0,right,center
32,54,48,48,1.0,left,center
20,59,40,40,1.0,left,center
49,54,43,43,1.0,center,center
35,57,47,47,1.0,left,center
111,52,48,48,1.0,right,center
129,57,41,41,1.0,right,center
34,58,47,47,1.0,left,center
112,51,48,48,1.0,right,center
118,56,45,45,1.0,right,center
40,61,46,46,1.0,left,center
27,62,43,43,1.0,left,center
34,59,42,42,1.0,left,center
108,52,45,45,1.0,right,left
112,53,47,47,1.0,right,center
39,60,37,37,1.0,left,left
108,51,45,45,1.0,right,center
92,159,32,32,1.0,center,center
113,56,41,41,1.0,right,left
37,60,43,43,1.0,left,center
36,58,44,44,1.0,left,center
108,52,45,45,1.0,right,right
106,52,43,43,1.0,right,left
30,57,42,42,1.0,left,center
112,53,43,43,1.0,right,left
43,64,36,36,1.0,left,left
95,33,68,68,1.0,right,right
108,53,47,47,1.0,right,left
112,55,40,40,1.0,right,center
39,61,38,38,1.0,left,center
110,54,44,44,1.0,right,center
36,61,40,40,1.0,left,center
112,53,41,41,1.0,right,left
35,59,43,43,1.0,left,center
106,51,44,44,1.0,right,center
32,56,46,46,1.0,left,left
30,53,45,45,1.0,left,center
105,48,45,45,1.0,right,center
102,49,42,42,1.0,right,center
29,54,44,44,1.0,left,left
33,39,68,68,1.0,left,center
130,70,24,24,1.0,right,left
64,133,41,41,1.0,center,right
30,44,66,66,1.0,left,right
114,58,43,43,1.0,right,left
39,56,44,44,1.0,left,left
110,50,46,46,1.0,right,center
43,62,44,44,1.0,left,left
115,57,43,43,1.0,right,center
30,58,41,41,1.0,left,center
103,51,42,42,1.0,right,center
43,56,40,40,1.0,left,center
32,57,42,42,1.0,left,left
104,49,46,46,1.0,right,center
109,52,41,41,1.0,right,center
30,55,45,45,1.0,left,center
31,58,42,42,1.0,left,left
104,51,42,42,1.0,right,center
104,51,41,41,1.0,right,center
29,58,42,42,1.0,left,center
31,59,40,40,1.0,left,left
102,50,45,45,1.0,right,center
34,60,42,42,1.0,left,center
107,52,45,45,1.0,right,center
33,60,40,40,1.0,left,center
105,51,44,44,1.0,right,center
113,57,40,40,1.0,right,left
102,43,54,54,1.0,right,right
88,150,43,42,1.0238095238095237,center,center
28,35,70,70,1.0,left,center
106,54,41,41,1.0,right,left
31,59,44,44,1.0,left,left
25,52,45,45,1.0,left,center
102,48,45,45,1.0,right,center
104,52,39,39,1.0,right,left
29,58,40,40,1.0,left,left
106,51,41,41,1.0,right,left
30,57,42,42,1.0,left,left
80,141,39,39,1.0,center,center
106,50,41,41,1.0,right,left
30,57,40,40,1.0,left,center
76,137,44,44,1.0,center,center
109,56,37,37,1.0,right,center
41,63,38,38,1.0,left,right
25,36,67,67,1.0,left,center
98,43,59,59,1.0,right,right
53,74,24,24,1.0,left,left
114,56,47,47,1.0,right,center
109,54,38,38,1.0,right,left
33,59,41,41,1.0,left,center
36,57,41,41,1.0,left,center
109,53,41,41,1.0,right,left
111,54,43,43,1.0,right,left
37,58,45,45,1.0,left,left
35,59,41,41,1.0,left,center
107,52,43,43,1.0,right,center
109,54,43,43,1.0,right,center
37,60,42,42,1.0,left,left
36,59,40,40,1.0,left,left
108,53,41,41,1.0,right,center
33,57,42,42,1.0,left,center
106,51,44,44,1.0,right,left
38,56,41,41,1.0,left,left
107,50,44,44,1.0,right,center
39,63,40,40,1.0,left,center
110,56,43,43,1.0,right,center
107,54,40,40,1.0,right,center
36,58,45,45,1.0,left,left
32,58,39,39,1.0,left,center
101,48,47,47,1.0,right,center
34,60,34,34,1.0,left,center
102,47,47,47,1.0,right,center
40,62,28,28,1.0,left,center
102,49,44,44,1.0,right,center
29,52,50,50,1.0,left,left
40,58,37,37,1.0,left,left
105,48,47,47,1.0,right,center
38,56,41,41,1.0,left,left
106,52,42,42,1.0,right,center
36,58,40,40,1.0,left,center
109,53,42,42,1.0,right,center
31,55,42,42,1.0,left,center
101,51,43,43,1.0,right,center
32,54,39,39,1.0,left,center
101,51,42,42,1.0,right,center
31,51,38,38,1.0,left,center
100,51,37,37,1.0,right,center
104,50,37,37,1.0,right,center
33,50,39,39,1.0,left,center
124,59,25,25,1.0,right,center
36,56,37,37,1.0,left,center
104,52,39,39,1.0,right,center
32,55,32,32,1.0,left,center
96,50,39,39,1.0,right,center
39,58,34,34,1.0,left,left
102,55,34,34,1.0,right,center
98,52,39,39,1.0,right,center
32,60,31,31,1.0,left,center
102,50,36,36,1.0,right,center
34,58,29,29,1.0,left,center
25,47,45,45,1.0,left,center
33,56,37,37,1.0,left,center
101,51,39,39,1.0,right,center
43,61,27,27,1.0,left,left
106,53,36,36,1.0,right,center
30,49,46,46,1.0,left,center
35,58,30,30,1.0,left,center
96,50,39,39,1.0,right,center
104,51,38,38,1.0,right,center
35,54,44,44,1.0,left,left
107,61,23,23,1.0,right,left
108,52,44,44,1.0,right,left
37,62,28,28,1.0,left,center
37,59,33,33,1.0,left,center
102,43,48,48,1.0,right,center
102,52,41,41,1.0,right,left
39,62,31,31,1.0,left,center
43,62,24,24,1.0,left,left
97,51,42,42,1.0,right,center
41,60,32,32,1.0,left,left
99,46,47,47,1.0,right,right
104,54,40,40,1.0,right,center
105,52,35,35,1.0,right,center
41,65,28,28,1.0,left,center
28,32,63,63,1.0,left,center
100,47,48,48,1.0,right,center
37,75,22,22,1.0,left,center
36,63,36,36,1.0,left,left
98,35,56,56,1.0,right,right
92,43,40,40,1.0,center,left
100,40,55,55,1.0,right,center
94,37,55,55,1.0,right,right
91,32,52,52,1.0,center,center
91,32,51,51,1.0,center,right
25,44,59,59,1.0,left,center
97,31,64,64,1.0,right,right
99,35,57,57,1.0,right,right
101,45,47,47,1.0,center,right
111,50,46,46,1.0,center,right
103,40,50,50,1.0,right,right
104,44,50,50,1.0,right,right
109,42,52,52,1.0,right,center
50,50,64,64,1.0,center,left
118,54,49,49,1.0,right,center
57,76,22,22,1.0,left,center
104,40,62,62,1.0,right,right
107,33,69,69,1.0,right,right
48,76,24,24,1.0,left,left
110,53,45,45,1.0,right,center
112,57,41,41,1.0,right,right
34,45,63,63,1.0,left,left
45,62,38,38,1.0,left,center
105,53,48,48,1.0,right,center
31,57,47,47,1.0,left,left
101,49,52,52,1.0,right,right
103,50,47,47,1.0,right,center
33,57,40,40,1.0,left,left
41,64,34,34,1.0,left,left
108,52,48,48,1.0,right,center
106,54,41,41,1.0,right,center
36,58,37,37,1.0,left,center
34,60,36,36,1.0,left,center
104,51,47,47,1.0,right,left
41,60,37,37,1.0,left,left
117,58,37,37,1.0,right,center
39,59,36,36,1.0,left,center
105,52,44,44,1.0,right,right
105,50,49,49,1.0,right,center
41,59,38,38,1.0,left,center
109,55,40,40,1.0,right,center
33,57,43,43,1.0,left,center
41,62,39,39,1.0,left,center
117,57,43,43,1.0,right,center
112,55,42,42,1.0,right,center
36,54,46,46,1.0,left,center
117,60,43,43,1.0,right,center
45,66,39,39,1.0,left,center
56,66,27,27,1.0,center,left
38,61,37,37,1.0,left,center
108,51,51,51,1.0,right,right
40,60,41,41,1.0,left,left
110,55,44,44,1.0,right,center
114,59,40,40,1.0,right,center
37,59,44,44,1.0,left,center
113,58,38,38,1.0,right,left
47,65,30,30,1.0,left,left
54,57,45,45,1.0,center,left
113,54,44,44,1.0,right,center
43,64,34,34,1.0,left,left
55,58,39,39,1.0,center,left
46,69,30,30,1.0,left,left
111,55,47,47,1.0,right,center
111,56,40,40,1.0,right,left
111,55,49,49,1.0,right,right
41,66,39,39,1.0,left,center
121,60,40,40,1.0,right,center
46,65,37,37,1.0,left,center
34,40,74,74,1.0,left,left
46,63,40,40,1.0,left,center
123,59,46,46,1.0,right,center
118,62,36,36,1.0,right,center
42,62,44,44,1.0,left,center
38,59,46,46,1.0,left,center
113,55,47,47,1.0,right,center
116,60,39,39,1.0,right,left
41,61,43,43,1.0,left,center
46,66,34,34,1.0,left,left
114,56,45,45,1.0,right,left
112,56,45,45,1.0,right,center
34,60,44,44,1.0,left,center
114,59,43,43,1.0,right,center
38,57,50,50,1.0,left,center
110,52,49,49,1.0,right,center
42,65,35,35,1.0,left,center
28,37,72,72,1.0,left,left
44,64,34,34,1.0,left,center
119,57,41,41,1.0,right,center
52,52,50,50,1.0,center,center
30,38,69,69,1.0,left,left
111,63,26,26,1.0,center,left
101,31,64,64,1.0,right,right
106,35,63,63,1.0,right,right
28,37,74,74,1.0,left,center
110,57,41,41,1.0,right,center
120,64,30,30,1.0,right,left
107,57,44,44,1.0,right,right
95,35,59,59,1.0,right,right
25,36,68,68,1.0,left,left
94,32,62,62,1.0,right,right
21,30,73,73,1.0,left,center
104,53,44,44,1.0,right,right
96,28,71,71,1.0,right,right
25,29,76,76,1.0,left,left
22,32,68,68,1.0,left,center
103,49,51,51,1.0,right,center
35,64,35,35,1.0,left,center
109,53,44,44,1.0,right,left
28,39,63,63,1.0,left,center
105,54,41,41,1.0,right,center
27,46,57,57,1.0,left,left
110,54,43,43,1.0,right,center
39,64,36,36,1.0,left,left
45,55,50,50,1.0,center,center
45,65,31,31,1.0,left,center
111,54,43,43,1.0,right,center
26,38,65,65,1.0,left,center
106,53,45,45,1.0,right,left
32,58,42,42,1.0,left,center
97,37,66,66,1.0,right,right
27,37,73,73,1.0,left,center
100,37,65,65,1.0,right,right
48,67,33,33,1.0,left,center
114,56,45,45,1.0,right,right
105,41,59,59,1.0,right,right
118,61,35,35,1.0,right,left
114,55,42,42,1.0,right,left
42,65,36,36,1.0,left,left
44,64,34,34,1.0,left,center
111,51,49,49,1.0,right,center
114,57,42,42,1.0,right,left
94,162,28,28,1.0,center,center
38,59,45,45,1.0,left,left
117,59,39,39,1.0,right,left
43,63,39,39,1.0,left,center
55,58,47,47,1.0,center,left
114,53,46,46,1.0,right,left
33,55,51,51,1.0,left,center
113,57,41,41,1.0,right,left
38,64,39,39,1.0,left,center
42,66,34,34,1.0,left,center
112,55,46,46,1.0,right,center
38,63,40,40,1.0,left,center
111,54,47,47,1.0,right,center
110,53,42,42,1.0,right,left
38,61,36,36,1.0,left,center
107,50,45,45,1.0,right,left
35,57,43,43,1.0,left,center
108,50,43,43,1.0,right,left
31,54,44,44,1.0,left,center
115,53,44,44,1.0,right,center
42,59,41,41,1.0,left,left
95,154,36,36,1.0,center,center
107,51,43,43,1.0,right,center
35,59,36,36,1.0,left,left
49,55,43,43,1.0,center,center
107,51,47,47,1.0,right,left
35,57,43,43,1.0,left,left
33,53,44,44,1.0,left,left
104,48,47,47,1.0,right,center
112,54,44,44,1.0,right,center
40,61,37,37,1.0,left,left
107,51,46,46,1.0,right,center
35,57,43,43,1.0,left,center
38,58,43,43,1.0,left,center
110,53,46,46,1.0,right,center
37,58,43,43,1.0,left,left
111,54,42,42,1.0,right,center
37,58,40,40,1.0,left,left
106,50,48,48,1.0,right,center
38,59,39,39,1.0,left,center
109,51,47,47,1.0,right,left
38,57,41,41,1.0,left,left
111,54,41,41,1.0,right,left
108,52,43,43,1.0,right,left
33,55,42,42,1.0,left,center
37,59,39,39,1.0,left,left
106,54,43,43,1.0,right,left
42,60,37,37,1.0,left,right
109,51,47,47,1.0,right,right
51,52,49,49,1.0,center,center
26,30,76,76,1.0,left,center
46,62,35,35,1.0,left,left
112,52,48,48,1.0,right,left
116,54,44,44,1.0,right,center
43,61,39,39,1.0,left,center
115,57,43,43,1.0,right,left
39,58,46,46,1.0,left,center
41,60,42,42,1.0,left,center
114,55,46,46,1.0,right,left
111,56,43,43,1.0,right,center
34,57,44,44,1.0,left,center
115,57,41,41,1.0,right,center
40,61,39,39,1.0,left,center
40,59,42,42,1.0,left,left
115,57,43,43,1.0,right,left
30,54,48,48,1.0,left,center
111,56,45,45,1.0,right,center
109,55,47,47,1.0,right,center
37,61,42,42,1.0,left,center
54,63,39,39,1.0,center,left
45,64,37,37,1.0,left,left
113,58,45,45,1.0,right,right
45,63,39,39,1.0,left,left
117,56,45,45,1.0,right,center
46,64,37,37,1.0,left,left
118,61,40,40,1.0,right,center
46,61,44,44,1.0,left,center
115,55,49,49,1.0,right,center
44,62,36,36,1.0,left,center
112,54,49,49,1.0,right,center
41,59,42,42,1.0,left,left
112,56,45,45,1.0,right,center
117,58,41,41,1.0,right,left
40,57,46,46,1.0,left,center
113,54,49,49,1.0,right,center
40,59,44,44,1.0,left,left
40,61,39,39,1.0,left,center
112,56,43,43,1.0,right,center
112,55,43,43,1.0,right,left
38,56,42,42,1.0,left,center
111,55,47,47,1.0,right,center
39,60,41,41,1.0,left,center
112,53,45,45,1.0,right,center
38,55,44,44,1.0,left,left
37,56,45,45,1.0,left,left
107,53,47,47,1.0,right,center
35,54,46,46,1.0,left,center
108,53,48,48,1.0,right,center
105,52,45,45,1.0,right,center
34,56,40,40,1.0,left,left
34,56,41,41,1.0,left,center
106,52,46,46,1.0,right,center
29,52,45,45,1.0,left,center
104,50,46,46,1.0,right,center
122,54,43,43,1.0,right,center
36,57,41,41,1.0,left,center
108,51,48,48,1.0,right,center
37,56,44,44,1.0,left,left
110,53,47,47,1.0,right,center
35,53,46,46,1.0,left,center
112,52,44,44,1.0,right,center
90,157,28,28,1.0,center,right
37,57,45,45,1.0,left,left
111,54,47,47,1.0,right,center
33,54,47,47,1.0,left,center
110,53,48,48,1.0,right,center
113,54,47,47,1.0,right,center
37,57,45,45,1.0,left,center
55,57,46,46,1.0,center,left
40,59,45,45,1.0,left,center
117,58,43,43,1.0,right,center
36,54,48,48,1.0,left,center
112,53,48,48,1.0,right,center
37,56,44,44,1.0,left,left
108,52,48,48,1.0,right,right
39,56,47,47,1.0,left,left
112,54,48,48,1.0,right,center
38,53,50,50,1.0,left,left
114,55,46,46,1.0,right,center
43,55,49,49,1.0,left,left
120,56,45,45,1.0,right,center
39,56,45,45,1.0,left,left
112,52,48,48,1.0,right,center
41,59,45,45,1.0,left,left
113,56,49,49,1.0,right,center
40,55,46,46,1.0,left,left
114,53,49,49,1.0,right,center
38,55,49,49,1.0,left,center
116,56,47,47,1.0,right,center
55,57,47,47,1.0,center,left
135,62,41,41,1.0,right,right
33,54,49,49,1.0,left,center
110,53,50,50,1.0,right,center
34,55,48,48,1.0,left,center
110,53,50,50,1.0,right,center
111,54,47,47,1.0,right,center
32,53,49,49,1.0,left,center
32,52,50,50,1.0,left,center
109,52,49,49,1.0,right,center
20,58,44,44,1.0,left,center
112,54,49,49,1.0,right,center
34,55,48,48,1.0,left,center
19,57,45,45,1.0,left,left
36,54,50,50,1.0,left,center
116,55,46,46,1.0,right,center
23,59,44,44,1.0,left,center
36,52,49,49,1.0,left,center
114,53,47,47,1.0,right,center
118,52,50,50,1.0,right,center
43,54,50,50,1.0,left,left
32,62,38,38,1.0,left,center
116,55,48,48,1.0,right,center
39,56,48,48,1.0,left,center
117,57,45,45,1.0,right,center
37,57,48,48,1.0,left,center
116,55,46,46,1.0,right,center
36,53,51,51,1.0,left,center
120,56,49,49,1.0,right,left
42,57,50,50,1.0,left,center
116,55,45,45,1.0,right,left
36,53,52,52,1.0,left,left
38,54,50,50,1.0,left,right
113,52,51,51,1.0,right,center
112,52,50,50,1.0,right,center
37,53,53,53,1.0,left,left
117,54,46,46,1.0,right,center
36,52,52,52,1.0,left,center
109,50,50,50,1.0,right,center
34,53,48,48,1.0,left,left
37,55,50,50,1.0,left,center
112,51,52,52,1.0,right,center
36,55,49,49,1.0,left,center
113,52,51,51,1.0,right,center
19,54,49,49,1.0,left,center
109,50,50,50,1.0,right,center
31,50,52,52,1.0,left,center
34,53,54,54,1.0,left,center
113,52,53,53,1.0,right,center
35,52,53,53,1.0,left,center
114,52,52,52,1.0,right,center
110,52,50,50,1.0,right,center
35,53,50,50,1.0,left,left
111,54,48,48,1.0,right,center
33,55,49,49,1.0,left,center
115,54,50,50,1.0,right,center
37,54,53,53,1.0,left,center
22,56,47,47,1.0,left,center
36,53,50,50,1.0,left,center
114,53,51,51,1.0,right,center
35,55,49,49,1.0,left,center
116,55,45,45,1.0,right,center
114,53,50,50,1.0,right,center
37,54,50,50,1.0,left,left
115,53,50,50,1.0,right,center
35,52,50,50,1.0,left,center
41,53,52,52,1.0,left,left
117,54,52,52,1.0,right,center
38,51,54,54,1.0,left,center
117,56,47,47,1.0,right,center
39,55,53,53,1.0,left,left
116,57,51,51,1.0,right,center
26,58,48,48,1.0,left,center
113,56,47,47,1.0,right,center
34,52,52,52,1.0,left,left
45,57,49,49,1.0,left,left
123,60,48,48,1.0,right,center
40,54,51,51,1.0,left,center
120,58,50,50,1.0,right,center
44,55,51,51,1.0,left,center
122,56,53,53,1.0,right,center
41,52,51,51,1.0,left,left
117,55,50,50,1.0,right,center
138,63,40,40,1.0,right,center
42,51,55,55,1.0,left,left
120,54,53,53,1.0,right,center
117,57,48,48,1.0,right,center
41,53,50,50,1.0,left,left
119,58,47,47,1.0,right,center
43,55,48,48,1.0,left,left
36,49,50,50,1.0,left,left
113,53,49,49,1.0,right,center
41,54,49,49,1.0,left,center
120,59,47,47,1.0,right,center
41,56,44,44,1.0,left,left
116,58,46,46,1.0,right,center
115,57,47,47,1.0,right,center
38,53,49,49,1.0,left,left
40,53,50,50,1.0,left,left
115,54,51,51,1.0,right,center
35,53,50,50,1.0,left,left
113,56,48,48,1.0,right,center
39,56,48,48,1.0,left,center
117,56,51,51,1.0,right,center
42,53,49,49,1.0,left,left
117,55,50,50,1.0,right,center
39,56,48,48,1.0,left,left
116,55,50,50,1.0,right,center
36,51,50,50,1.0,left,center
112,52,52,52,1.0,right,center
40,55,47,47,1.0,left,left
117,54,50,50,1.0,right,right
115,56,48,48,1.0,right,center
37,53,51,51,1.0,left,left
115,54,48,48,1.0,right,left
34,50,52,52,1.0,left,center
117,56,48,48,1.0,right,center
37,53,50,50,1.0,left,center
37,53,48,48,1.0,left,center
114,54,49,49,1.0,right,center
134,60,40,40,1.0,right,center
36,53,51,51,1.0,left,left
112,53,51,51,1.0,right,center
115,54,51,51,1.0,right,center
27,56,42,42,1.0,left,center
40,54,50,50,1.0,left,center
113,54,49,49,1.0,right,center
37,52,51,51,1.0,left,center
112,53,51,51,1.0,right,center
33,51,53,53,1.0,left,center
116,54,49,49,1.0,right,center
36,53,52,52,1.0,left,center
37,52,50,50,1.0,left,left
114,53,50,50,1.0,right,center
35,52,50,50,1.0,left,left
109,51,52,52,1.0,right,center
39,56,48,48,1.0,left,center
119,58,46,46,1.0,right,center
42,54,50,50,1.0,left,left
116,53,50,50,1.0,right,center
23,57,48,48,1.0,left,left
36,52,50,50,1.0,left,center
115,53,47,47,1.0,right,center
39,55,46,46,1.0,left,left
113,53,50,50,1.0,right,center
115,53,50,50,1.0,right,right
38,55,47,47,1.0,left,center
113,52,48,48,1.0,right,center
35,51,50,50,1.0,left,left
115,55,47,47,1.0,right,center
37,53,49,49,1.0,left,left
110,52,48,48,1.0,right,center
33,52,48,48,1.0,left,center
30,51,50,50,1.0,left,left
108,52,48,48,1.0,right,left
35,55,48,48,1.0,left,center
112,54,48,48,1.0,right,center
37,54,48,48,1.0,left,left
113,53,49,49,1.0,right,center
110,51,50,50,1.0,right,center
34,53,49,49,1.0,left,center
111,52,49,49,1.0,right,center
34,53,50,50,1.0,left,center
31,51,49,49,1.0,left,center
110,51,47,47,1.0,right,center
35,54,48,48,1.0,left,center
111,53,47,47,1.0,right,center
36,54,48,48,1.0,left,center
112,51,50,50,1.0,right,center
111,53,46,46,1.0,right,center
33,55,48,48,1.0,left,center
35,55,46,46,1.0,left,center
111,51,48,48,1.0,right,center
109,53,47,47,1.0,right,center
30,53,49,49,1.0,left,center
37,58,44,44,1.0,left,center
113,52,50,50,1.0,right,center
57,61,34,34,1.0,center,center
